#virusTaxid	nucleic1	nucleic2	order	family	subfamily	genus	specie	name
1306931	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Betacoronavirus	Middle East respiratory syndrome coronavirus	Human betacoronavirus 2c Jordan-N3/2012
329641	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	unclassified Bocaparvovirus	Human bocavirus
689403	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	Primate bocaparvovirus 1	Human bocavirus 1
573977	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	unclassified Bocaparvovirus	Human bocavirus 2
1511882	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2c PK
638313	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	Primate bocaparvovirus 1	Human bocavirus 3
1511883	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 4 NI
1108925	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	Human bocavirus	Human bocavirus isolate SH1
1108926	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	Human bocavirus	Human bocavirus isolate SH2
1108927	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	Human bocavirus 2	Human bocavirus isolate SH3
394504	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	Human bocavirus	Human bocavirus WLL-1
430048	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	Human bocavirus	Human bocavirus WLL-2
444473	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Bocaparvovirus	Human bocavirus	Human bocavirus WLL-3
158465	RNA	(+)ssRNA	nan	Caliciviridae	nan	Norovirus	Norovirus GII isolates	Human calicivirus Hu/NLV/GII/MD145-12/1987/US
258453	RNA	(+)ssRNA	nan	Caliciviridae	nan	Norovirus	Norovirus isolates	Human calicivirus NLV/GII/Langen1061/2002/DE
1525173	DNA	ssDNA	nan	Circoviridae	nan	Circovirus	unclassified Circovirus	Human circovirus VS6600022
11137	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Alphacoronavirus	nan	Human coronavirus 229E
290028	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Betacoronavirus	nan	Human coronavirus HKU1
277944	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Alphacoronavirus	nan	Human coronavirus NL63
31631	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Betacoronavirus	Betacoronavirus 1	Human coronavirus OC43
1233383	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Cosavirus	unclassified Cosavirus	Human cosavirus
586420	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Cosavirus	unclassified Cosavirus	Human cosavirus B
586422	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Cosavirus	unclassified Cosavirus	Human cosavirus D
586423	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Cosavirus	unclassified Cosavirus	Human cosavirus E
1455626	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Human cyclovirus
1345637	DNA	ssDNA	nan	Circoviridae	nan	Cyclovirus	nan	Human cyclovirus VS5700009
166124	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Betacoronavirus	Bovine coronavirus	Human enteric coronavirus 4408
627439	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Betacoronavirus	Human enteric coronavirus 4408	Human enteric coronavirus strain 4408
1006008	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus A71	Human enterovirus 71 HZ08/Hangzhou/2008
318562	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus B	Human enterovirus 79
318572	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus D	Human enterovirus 94
460162	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	unclassified Human enterovirus C	Human enterovirus C102
650039	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus C	Human enterovirus C104
861519	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Enterovirus C	Human enterovirus C109
1230646	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	unclassified Human enterovirus C	Human enterovirus C117
1247477	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	unclassified Human enterovirus C	Human enterovirus C118
310756	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Coxsackievirus A24	Human enterovirus Hangzhou13-02
310755	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Enterovirus	Coxsackievirus A24	Human enterovirus Ningbo3-02
72197	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Erythroparvovirus	unclassified Erythrovirus	Human erythrovirus V9
11641	RETRO	retro-RNA	nan	Retroviridae	Spumaretrovirinae	Spumavirus	Simian foamy virus	Human foamy virus
1488574	DNA	ssDNA	nan	Genomoviridae	nan	Gemygorvirus	nan	Human genital-associated circular DNA virus-1
270642	RNA	(+)ssRNA	Nidovirales	Coronaviridae	Coronavirinae	Alphacoronavirus	Human coronavirus NL63	Human group 1 coronavirus associated with pneumonia
988776	DNA	ssDNA	nan	Circoviridae	nan	Gyrovirus	unclassified Gyrovirus	Human gyrovirus 1
10298	DNA	dsDNA	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	nan	Human herpesvirus 1
10310	DNA	dsDNA	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Simplexvirus	nan	Human herpesvirus 2
10335	DNA	dsDNA	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	nan	Human herpesvirus 3
10338	DNA	dsDNA	Herpesvirales	Herpesviridae	Alphaherpesvirinae	Varicellovirus	Human herpesvirus 3	Human herpesvirus 3 strain Dumas
10376	DNA	dsDNA	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	nan	Human herpesvirus 4
12509	DNA	dsDNA	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus	Human herpesvirus 4	Human herpesvirus 4 type 2
10359	DNA	dsDNA	Herpesvirales	Herpesviridae	Betaherpesvirinae	Cytomegalovirus	nan	Human herpesvirus 5
10368	DNA	dsDNA	Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	unclassified Roseolovirus	Human herpesvirus 6
32603	DNA	dsDNA	Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	nan	Human herpesvirus 6A
32604	DNA	dsDNA	Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	nan	Human herpesvirus 6B
10372	DNA	dsDNA	Herpesvirales	Herpesviridae	Betaherpesvirinae	Roseolovirus	nan	Human herpesvirus 7
37296	DNA	dsDNA	Herpesvirales	Herpesviridae	Gammaherpesvirinae	Rhadinovirus	nan	Human herpesvirus 8
12721	RETRO	retro-RNA	nan	Retroviridae	Orthoretrovirinae	Lentivirus	unclassified Primate lentivirus group	Human immunodeficiency virus
11676	RETRO	retro-RNA	nan	Retroviridae	Orthoretrovirinae	Lentivirus	Primate lentivirus group	Human immunodeficiency virus 1
11709	RETRO	retro-RNA	nan	Retroviridae	Orthoretrovirinae	Lentivirus	Primate lentivirus group	Human immunodeficiency virus 2
129875	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	nan	Human mastadenovirus A
108098	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	nan	Human mastadenovirus B
129951	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	nan	Human mastadenovirus C
130310	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	nan	Human mastadenovirus D
130308	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	nan	Human mastadenovirus E
130309	DNA	dsDNA	nan	Adenoviridae	nan	Mastadenovirus	nan	Human mastadenovirus F
162145	RNA	(-)ssRNA	Mononegavirales	Pneumoviridae	nan	Metapneumovirus	nan	Human metapneumovirus
10566	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus
915428	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 9	Human papillomavirus 116
563190	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Human papillomavirus type 104	Human papillomavirus FA75/KI88-03
1647924	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	unclassified Gammapapillomavirus	Human papillomavirus KC5
333759	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 2	Human papillomavirus type 10
587349	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 100
915425	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 6	Human papillomavirus type 101
338327	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 3	Human papillomavirus type 102
338323	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 6	Human papillomavirus type 103
518628	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 104
587350	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 105
338326	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 14	Human papillomavirus type 106
427343	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 107
565537	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 6	Human papillomavirus type 108
915426	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus type 109
518629	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 110
518630	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 111
915427	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 8	Human papillomavirus type 112
587351	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 113
735496	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 3	Human papillomavirus type 114
696746	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 3	Human papillomavirus type 115
720708	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 2	Human papillomavirus type 117
927771	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 118
765051	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 8	Human papillomavirus type 119
10604	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 12
765052	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 120
915429	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 10	Human papillomavirus type 121
765054	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 122
765055	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus type 123
765056	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 124
673323	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 2	Human papillomavirus type 125
1055684	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 11	Human papillomavirus type 126
746832	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 12	Human papillomavirus type 127
931209	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 13	Human papillomavirus type 128
931210	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	unclassified Gammapapillomavirus	Human papillomavirus type 129
10573	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 10	Human papillomavirus type 13
909329	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 10	Human papillomavirus type 130
909330	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 14	Human papillomavirus type 131
909331	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Human papillomavirus 132-like 	Human papillomavirus type 132
909332	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 10	Human papillomavirus type 133
909333	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	unclassified Gammapapillomavirus	Human papillomavirus type 134
1070408	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 15	Human papillomavirus type 135
1070409	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus type 136
1070410	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 16	Human papillomavirus type 137
1070411	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus type 138
1070412	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus type 139
1070413	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus type 140
1070414	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus type 141
1070415	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 10	Human papillomavirus type 142
1070416	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus type 143
1070417	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 17	Human papillomavirus type 144
1070418	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus type 145
1070419	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 15	Human papillomavirus type 146
1070420	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 8	Human papillomavirus type 147
942038	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Human papillomavirus 132-like 	Human papillomavirus type 148
909328	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus type 149
31546	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Human papillomavirus type 14	Human papillomavirus type 14D
10606	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 15
743811	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 5	Human papillomavirus type 150
743812	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 151
990302	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 152
1110710	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	unclassified Gammapapillomavirus	Human papillomavirus type 153
1195796	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus type 154
1165934	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus type 155
1248396	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 18	Human papillomavirus type 156
1209820	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 159
333760	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 9	Human papillomavirus type 16
1315262	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 20	Human papillomavirus type 163
1315259	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 19	Human papillomavirus type 166
1420545	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	unclassified Gammapapillomavirus	Human papillomavirus type 167
10607	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 17
1434986	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	unclassified Gammapapillomavirus	Human papillomavirus type 171
1434987	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	unclassified Gammapapillomavirus	Human papillomavirus type 172
1434988	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	unclassified Gammapapillomavirus	Human papillomavirus type 173
1478160	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	unclassified Gammapapillomavirus	Human papillomavirus type 178
1472342	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus type 179
333761	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 7	Human papillomavirus type 18
10608	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 19
1542134	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus type 197
333751	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 4	Human papillomavirus type 2
1682340	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	unclassified Gammapapillomavirus	Human papillomavirus type 201
10609	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 25
333762	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 5	Human papillomavirus type 26
333752	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 4	Human papillomavirus type 27
325568	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Human papillomavirus type 27	Human papillomavirus type 27b
10614	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 2	Human papillomavirus type 3
10611	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 6	Human papillomavirus type 30
333763	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 1	Human papillomavirus type 32
333764	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 11	Human papillomavirus type 34
334514	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Human papillomavirus type 38	Human papillomavirus type 38b
10588	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 7	Human papillomavirus type 39
10617	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 1	Human papillomavirus type 4
10615	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 8	Human papillomavirus type 40
10589	DNA	dsDNA	nan	Papillomaviridae	nan	Nupapillomavirus	Nupapillomavirus 1	Human papillomavirus type 41
10591	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 8	Human papillomavirus type 43
10593	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 7	Human papillomavirus type 45
40538	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 2	Human papillomavirus type 48
10616	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 3	Human papillomavirus type 49
333923	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 5
40539	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 3	Human papillomavirus type 50
10618	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 9	Human papillomavirus type 52
333765	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 6	Human papillomavirus type 53
1671798	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 13	Human papillomavirus type 54
10596	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 6	Human papillomavirus type 56
333753	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 4	Human papillomavirus type 57
471358	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Human papillomavirus type 57	Human papillomavirus type 57c
37115	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 7	Human papillomavirus type 59
31552	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 10	Human papillomavirus type 6
40540	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 4	Human papillomavirus type 60
334210	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 3	Human papillomavirus type 62
28311	DNA	dsDNA	nan	Papillomaviridae	nan	Mupapillomavirus	Mupapillomavirus 2	Human papillomavirus type 63
28312	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 1	Human papillomavirus type 65
37120	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 9	Human papillomavirus type 67
45240	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 7	Human papillomavirus type 68
338322	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Human papillomavirus type 68	Human papillomavirus type 68a
940838	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Human papillomavirus type 68	Human papillomavirus type 68b
37121	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 5	Human papillomavirus type 69
10600	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 10	Human papillomavirus type 6b
10620	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 8	Human papillomavirus type 7
1484958	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Human papillomavirus type 72	Human papillomavirus type 72b
1297549	DNA	dsDNA	nan	Papillomaviridae	nan	nan	Human papillomavirus types	Human papillomavirus type 78
333771	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 3	Human papillomavirus type 81
129724	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 5	Human papillomavirus type 82
333772	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 3	Human papillomavirus type 83
150546	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 3	Human papillomavirus type 84
171370	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 3	Human papillomavirus type 86
120381	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 3	Human papillomavirus type 87
337054	DNA	dsDNA	nan	Papillomaviridae	nan	Gammapapillomavirus	Gammapapillomavirus 5	Human papillomavirus type 88
10621	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus type 9
333769	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 14	Human papillomavirus type 90
211787	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 4	Human papillomavirus type 92
260717	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 2	Human papillomavirus type 94
247269	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 5	Human papillomavirus type 96
338324	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 7	Human papillomavirus type 97
587347	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 98
587348	DNA	dsDNA	nan	Papillomaviridae	nan	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus type 99
1288116	DNA	dsDNA	nan	Papillomaviridae	nan	Alphapapillomavirus	Alphapapillomavirus 2	Human papillomavirus type XS2
12730	RNA	(-)ssRNA	Mononegavirales	Paramyxoviridae	Paramyxovirinae	Respirovirus	nan	Human parainfluenza virus 1
188538	RNA	(-)ssRNA	Mononegavirales	Paramyxoviridae	Paramyxovirinae	Respirovirus	Human parainfluenza virus 1	Human parainfluenza virus 1 strain Washington/1964
11212	RNA	(-)ssRNA	Mononegavirales	Paramyxoviridae	Paramyxovirinae	Rubulavirus	nan	Human parainfluenza virus 2
11216	RNA	(-)ssRNA	Mononegavirales	Paramyxoviridae	Paramyxovirinae	Respirovirus	nan	Human parainfluenza virus 3
11224	RNA	(-)ssRNA	Mononegavirales	Paramyxoviridae	Paramyxovirinae	Rubulavirus	Human parainfluenza virus 4	Human parainfluenza virus 4a
11226	RNA	(-)ssRNA	Mononegavirales	Paramyxoviridae	Paramyxovirinae	Rubulavirus	Human parainfluenza virus 4	Human parainfluenza virus 4b
195054	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Parechovirus	unclassified Parechovirus	Human parechovirus
12063	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Parechovirus	Human parechovirus	Human parechovirus 1
39085	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Parechovirus	Human parechovirus	Human parechovirus 2
195055	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Parechovirus	Human parechovirus	Human parechovirus 3
362784	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Parechovirus	Human parechovirus	Human parechovirus 4
376148	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Parechovirus	Human parechovirus	Human parechovirus 5
411152	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Parechovirus	Human parechovirus	Human parechovirus 6
602074	RNA	(+)ssRNA	Picornavirales	Picornaviridae	nan	Parechovirus	Human parechovirus	Human parechovirus 8
289365	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Tetraparvovirus	Primate tetraparvovirus 1	Human parvovirus 4
1511919	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Tetraparvovirus	Primate tetraparvovirus 1	Human parvovirus 4 G1
10798	DNA	ssDNA	nan	Parvoviridae	Parvovirinae	Erythroparvovirus	Primate erythroparvovirus 1	Human parvovirus B19
